x,sample,Patient,id,CellType,Epi,seurat_clusters,subtype,IM,BL1,MSL,M,BL2,LAR
PT081_P1_B02,635,PT081,P1,Epithelial,Epithelial,0,BL1,0.182072585,0.298290301,-0.232006121,-0.199191279,-0.048289213,-0.112367848
PT081_P1_B03,636,PT081,P1,Epithelial,Epithelial,0,BL1,-0.041632546,0.341015196,-0.281467613,0.056697588,-0.260913352,-0.15934803
PT081_P1_B04,637,PT081,P1,Epithelial,Epithelial,0,BL1,-0.05045728,0.413129029,-0.246869546,0.064595974,-0.204330534,-0.150400999
PT081_P1_B05,638,PT081,P1,Stroma,Other,8,NA,NA,NA,NA,NA,NA,NA
PT081_P1_B06,639,PT081,P1,Epithelial,Epithelial,0,BL1,-0.01541982,0.347171035,-0.308252844,0.027490204,-0.184753936,-0.12009462
PT081_P1_B07,640,PT081,P1,Epithelial,Epithelial,0,BL1,-0.12444383,0.176725483,-0.169294917,0.136457378,0.014275001,-0.091689655
PT081_P1_B08,641,PT081,P1,Epithelial,Epithelial,0,BL1,0.042188778,0.211743848,-0.200971313,-0.028058895,0.040901109,-0.124998899
PT081_P1_B09,642,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_B10,643,PT081,P1,Epithelial,Epithelial,0,BL1,0.021623538,0.236329713,-0.148563189,-0.01285099,-0.073212884,-0.075744498
PT081_P1_B11,644,PT081,P1,Epithelial,Epithelial,0,BL1,0.020236963,0.226210504,-0.232689257,0.010237595,-0.052380535,-0.147586153
PT081_P1_B12,645,PT081,P1,Epithelial,Epithelial,0,BL1,0.051837677,0.319799797,-0.26278731,-0.055360442,-0.101371912,-0.132250197
PT081_P1_C01,646,PT081,P1,Epithelial,Epithelial,1,BL1,0.025975852,0.072747847,-0.083738446,-0.01919405,-0.001714436,-0.078481707
PT081_P1_C02,647,PT081,P1,Epithelial,Epithelial,0,BL1,0.238150186,0.322011584,-0.23699141,-0.201335156,-0.075270957,-0.132378047
PT081_P1_C03,648,PT081,P1,Epithelial,Epithelial,0,BL1,0.162659028,0.294184838,-0.251910691,-0.173257573,-0.005151297,-0.140775362
PT081_P1_C04,649,PT081,P1,Epithelial,Epithelial,0,BL1,0.032721572,0.221379768,-0.170344537,0.01536623,-0.145292354,-0.118484202
PT081_P1_C05,650,PT081,P1,Epithelial,Epithelial,1,BL2,-0.002498923,0.038575414,-0.023222463,-0.058593089,0.085623363,-0.013434758
PT081_P1_C06,651,PT081,P1,Epithelial,Epithelial,0,BL1,-0.076503209,0.29900166,-0.22015767,0.072660076,-0.226626126,-0.113504819
PT081_P1_C07,652,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_C08,653,PT081,P1,Epithelial,Epithelial,0,BL1,0.214304712,0.199540119,-0.186169566,-0.226994604,-0.117839495,-0.143491204
PT081_P1_C09,654,PT081,P1,Epithelial,Epithelial,0,BL1,0.038741849,0.309289751,-0.234319286,-0.052435595,-0.064215081,-0.150126837
PT081_P1_C10,655,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_C11,656,PT081,P1,Epithelial,Epithelial,0,BL1,0.315953428,0.31518115,-0.217792539,-0.316052866,-0.132147634,-0.180357956
PT081_P1_C12,657,PT081,P1,Epithelial,Epithelial,0,BL1,0.035944745,0.19984012,-0.133316037,-0.055423355,0.013424603,-0.129251806
PT081_P1_D01,658,PT081,P1,Epithelial,Epithelial,0,BL1,0.229564941,0.229514462,-0.290763655,-0.236286718,-0.040118953,-0.186298653
PT081_P1_D02,659,PT081,P1,Epithelial,Epithelial,0,BL1,-0.043561517,0.208312156,-0.226915381,0.040241534,-0.035028953,-0.112904768
PT081_P1_D03,660,PT081,P1,Epithelial,Epithelial,1,BL2,0.141176256,-0.010013027,-0.031104351,-0.10383729,0.101877671,-0.094351709
PT081_P1_D04,661,PT081,P1,Epithelial,Epithelial,0,BL1,0.182436933,0.280052565,-0.31060226,-0.171783168,-0.073815206,-0.146437657
PT081_P1_D05,662,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_D06,663,PT081,P1,Epithelial,Epithelial,0,BL1,0.22593022,0.254225592,-0.272492509,-0.242462713,-0.095284489,-0.110505654
PT081_P1_D07,664,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_D08,665,PT081,P1,Epithelial,Epithelial,0,BL1,0.072933488,0.190852619,-0.235168588,-0.076086532,-0.200085393,-0.114587637
PT081_P1_D09,666,PT081,P1,Epithelial,Epithelial,0,BL1,-0.026950059,0.114457852,-0.180447953,0.017890811,0.033602416,-0.094018326
PT081_P1_D10,667,PT081,P1,Epithelial,Epithelial,0,BL1,0.038275324,0.205899669,-0.201496543,-0.046781643,-0.18771217,-0.113460234
PT081_P1_D11,668,PT081,P1,Epithelial,Epithelial,0,BL1,-0.012055238,0.126251061,-0.083571951,0.010718001,-0.040724384,-0.095687217
PT081_P1_D12,669,PT081,P1,Epithelial,Epithelial,0,BL1,0.076155821,0.254494413,-0.194430785,-0.128373801,-0.061105267,-0.143251639
PT081_P1_E01,670,PT081,P1,Epithelial,Epithelial,0,BL1,0.119630176,0.305061638,-0.261227054,-0.104533105,-0.033225171,-0.119319692
PT081_P1_E02,671,PT081,P1,Epithelial,Epithelial,0,BL1,-0.020999995,0.267303455,-0.215983803,0.01303615,-0.141360399,-0.134396142
PT081_P1_E03,672,PT081,P1,Epithelial,Epithelial,0,BL1,-0.010673471,0.218214227,-0.158291046,-0.046393572,0.057888965,-0.127318699
PT081_P1_E04,673,PT081,P1,Epithelial,Epithelial,0,BL1,-0.009186525,0.195781925,-0.111223349,-0.027799302,0.028176319,-0.056903303
PT081_P1_E05,674,PT081,P1,Epithelial,Epithelial,0,BL1,0.048375426,0.225891632,-0.243674746,-0.041609893,-0.130130098,-0.064858728
PT081_P1_E06,675,PT081,P1,Epithelial,Epithelial,0,BL1,0.122114497,0.154828444,-0.222605047,-0.12181105,-0.028409102,-0.0633784
PT081_P1_E07,676,PT081,P1,Epithelial,Epithelial,0,BL1,0.181319244,0.188084192,-0.213180395,-0.194415472,-0.141549187,-0.13149533
PT081_P1_E08,677,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_E09,678,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_E10,679,PT081,P1,Epithelial,Epithelial,0,BL1,0.017777699,0.252873552,-0.233233768,-0.019462405,-0.001043369,-0.07364749
PT081_P1_E11,680,PT081,P1,Epithelial,Epithelial,0,BL1,0.107154279,0.12570984,-0.082306213,-0.130600181,-0.084271074,-0.085649934
PT081_P1_E12,681,PT081,P1,Epithelial,Epithelial,0,BL1,0.069964862,0.118558179,-0.148514573,-0.054390589,-0.173832237,-0.076079942
PT081_P1_F01,682,PT081,P1,Epithelial,Epithelial,0,BL1,0.166485206,0.221034177,-0.223638762,-0.114989653,-0.084668565,-0.175081682
PT081_P1_F02,683,PT081,P1,Epithelial,Epithelial,0,BL1,0.278695845,0.227938242,-0.258915596,-0.25667176,-0.019374223,-0.189494995
PT081_P1_F03,684,PT081,P1,Epithelial,Epithelial,0,BL1,-0.078587547,0.234445323,-0.161668218,0.106656258,0.022134899,-0.073173426
PT081_P1_F04,685,PT081,P1,Epithelial,Epithelial,0,BL1,0.223789759,0.278883463,-0.261159251,-0.237545724,-0.059748985,-0.181484154
PT081_P1_F05,686,PT081,P1,Epithelial,Epithelial,0,BL1,0.08005062,0.2491347,-0.139002651,-0.088820485,-0.111739051,-0.179068414
PT081_P1_F06,687,PT081,P1,Epithelial,Epithelial,0,BL1,-0.029703986,0.29303401,-0.191014883,0.083490078,-0.091704929,-0.130811712
PT081_P1_F07,688,PT081,P1,Epithelial,Epithelial,0,BL1,-0.020225588,0.235686991,-0.145729249,0.014566936,-0.1456117,-0.070011341
PT081_P1_F08,689,PT081,P1,Epithelial,Epithelial,0,BL1,0.141998061,0.302606329,-0.193839431,-0.105360348,-0.158745719,-0.094540802
PT081_P1_F09,690,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_F10,691,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_F11,692,PT081,P1,Epithelial,Epithelial,0,BL1,0.116623241,0.203076743,-0.248174735,-0.093768366,-0.096681707,-0.088788065
PT081_P1_F12,693,PT081,P1,Epithelial,Epithelial,0,BL1,0.000873098,0.207831816,-0.190162029,-0.033413396,-0.04904587,-0.126729854
PT081_P1_G01,694,PT081,P1,Epithelial,Epithelial,0,BL1,-0.022145741,0.19109135,-0.113596075,0.021401612,0.017205572,-0.100101262
PT081_P1_G02,695,PT081,P1,Epithelial,Epithelial,0,BL1,0.017012714,0.182646318,-0.165502026,0.032404661,-0.162119143,-0.076528685
PT081_P1_G03,696,PT081,P1,Epithelial,Epithelial,0,BL1,0.191087535,0.177211088,-0.227742597,-0.182559027,-0.043234161,-0.078425977
PT081_P1_G04,697,PT081,P1,Epithelial,Epithelial,0,BL1,-0.075488505,0.285413646,-0.2414714,0.088354716,-0.049316821,-0.109340829
PT081_P1_G05,698,PT081,P1,Epithelial,Epithelial,0,BL1,0.13044372,0.160948103,-0.13597703,-0.149265667,-0.046850043,-0.072810098
PT081_P1_G06,699,PT081,P1,Epithelial,Epithelial,0,BL1,0.124937011,0.207534197,-0.193803985,-0.14702366,-0.061616278,-0.1196254
PT081_P1_G07,700,PT081,P1,Epithelial,Epithelial,0,BL1,0.097603465,0.183408341,-0.162381153,-0.093466904,-0.055764935,-0.067324401
PT081_P1_G08,701,PT081,P1,Epithelial,Epithelial,0,BL1,0.037955468,0.296137019,-0.237274804,-0.083869721,-0.191807358,-0.149871381
PT081_P1_G09,702,PT081,P1,Epithelial,Epithelial,0,BL1,0.041376069,0.208148327,-0.210340527,0.008772372,-0.063416657,-0.11600828
PT081_P1_G10,703,PT081,P1,Epithelial,Epithelial,0,BL1,0.134889825,0.135139303,-0.112293794,-0.187490988,-0.069883729,-0.125740662
PT081_P1_G11,704,PT081,P1,Epithelial,Epithelial,0,BL1,0.085889466,0.250501405,-0.251046182,-0.096561781,-0.001047537,-0.078874093
PT081_P1_G12,705,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_H01,706,PT081,P1,Epithelial,Epithelial,0,BL1,-0.02497074,0.210485197,-0.248621721,0.040007074,-0.073215068,-0.117448844
PT081_P1_H02,707,PT081,P1,Epithelial,Epithelial,0,BL1,0.106458154,0.248066715,-0.224551123,-0.1067776,-0.162267691,-0.120428759
PT081_P1_H03,708,PT081,P1,Epithelial,Epithelial,0,BL1,0.069249254,0.158130408,-0.165979128,-0.072950798,-0.006632094,-0.115071557
PT081_P1_H04,709,PT081,P1,Epithelial,Epithelial,0,BL1,0.033667987,0.320432141,-0.211890419,-0.015728521,-0.209199384,-0.12198117
PT081_P1_H05,710,PT081,P1,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P1_H06,711,PT081,P1,Epithelial,Epithelial,0,BL1,0.152583755,0.235872747,-0.195086897,-0.177542003,-0.028641786,-0.107788382
PT081_P1_H07,712,PT081,P1,Epithelial,Epithelial,1,BL2,0.194535987,0.021538507,-0.045708265,-0.244415143,0.10021124,-0.082037036
PT081_P1_H08,713,PT081,P1,Stroma,Other,16,NA,NA,NA,NA,NA,NA,NA
PT081_P1_H09,714,PT081,P1,Epithelial,Epithelial,0,BL1,0.087787064,0.176279244,-0.101313912,-0.13647054,-0.038863558,-0.054452587
PT081_P1_H10,715,PT081,P1,Epithelial,Epithelial,0,BL1,-0.046000395,0.147827493,-0.088294514,0.036962403,0.014883842,-0.10681426
PT081_P1_H11,716,PT081,P1,Epithelial,Epithelial,0,BL1,-0.012538512,0.178409349,-0.144439393,-0.023158117,-0.00459768,-0.108713724
PT081_P1_H12,717,PT081,P1,Epithelial,Epithelial,0,BL1,0.087442224,0.140941705,-0.077505849,-0.108583398,-0.037942607,-0.080997421
PT081_P3_A01_S193,718,PT081,P3,Epithelial,Epithelial,0,BL1,0.052301663,0.128019481,-0.057457395,0.004489091,-0.00168113,-0.095155852
PT081_P3_A02_S194,719,PT081,P3,Epithelial,Epithelial,1,BL2,0.05066328,0.013104418,-0.012314739,-0.096594775,0.058733592,-0.005907619
PT081_P3_A03_S195,720,PT081,P3,Epithelial,Epithelial,0,BL1,0.12922561,0.111407982,-0.092846278,-0.098103238,0.039969431,-0.068366154
PT081_P3_A04_S196,721,PT081,P3,Epithelial,Epithelial,0,BL1,0.070438126,0.152027919,-0.133468248,-0.098615487,-0.17786788,-0.039477137
PT081_P3_A05_S197,722,PT081,P3,Epithelial,Epithelial,1,BL1,0.069326731,0.144731679,-0.086861291,-0.018809755,-0.094283448,-0.028879211
PT081_P3_A06_S198,723,PT081,P3,Epithelial,Epithelial,1,BL1,0.081075384,0.063156635,-0.065938644,-0.058781886,-0.032897133,-0.009967181
PT081_P3_A07_S199,724,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_A08_S200,725,PT081,P3,Epithelial,Epithelial,0,BL1,0.03324496,0.103611627,-0.046120414,-0.018035606,-0.058823199,-0.095377264
PT081_P3_A09_S201,726,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_A10_S202,727,PT081,P3,Epithelial,Epithelial,0,BL1,0.085226341,0.10497857,-0.04159395,-0.052213017,-3.02375E-05,-0.059195876
PT081_P3_A11_S203,728,PT081,P3,Epithelial,Epithelial,0,BL1,0.066245452,0.091631485,-0.031525529,-0.094708415,-0.021673923,-0.027198764
PT081_P3_A12_S204,729,PT081,P3,Epithelial,Epithelial,0,BL1,0.063389532,0.11398548,-0.077103069,-0.038938334,-0.186990632,-0.063480039
PT081_P3_B01_S205,730,PT081,P3,Epithelial,Epithelial,0,BL1,0.040721915,0.120564672,-0.116202912,0.014996106,-0.071796339,-0.084081096
PT081_P3_B02_S206,731,PT081,P3,Epithelial,Epithelial,0,BL1,0.111546928,0.228783181,-0.16138258,-0.110767958,-0.118930686,-0.125568237
PT081_P3_B03_S207,732,PT081,P3,Epithelial,Epithelial,1,BL1,0.160005824,0.125723398,-0.07713635,-0.162747527,-0.06112696,-0.045538492
PT081_P3_B04_S208,733,PT081,P3,Epithelial,Epithelial,0,BL1,0.157330068,0.113487813,-0.200679622,-0.087519493,0.034246487,-0.093692725
PT081_P3_B05_S209,734,PT081,P3,Epithelial,Epithelial,0,BL1,0.076605584,0.086908588,-0.060543144,-0.08343033,-0.075240442,-0.051111787
PT081_P3_B06_S210,735,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_B07_S211,736,PT081,P3,Epithelial,Epithelial,0,BL1,0.119746551,0.137469944,-0.128732138,-0.088262187,-0.065260555,-0.077314314
PT081_P3_B08_S212,737,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_B09_S213,738,PT081,P3,Epithelial,Epithelial,0,BL1,0.025581552,0.043563268,-0.00530628,-0.03373498,-0.044802852,-0.003845678
PT081_P3_B10_S214,739,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_B11_S215,740,PT081,P3,Epithelial,Epithelial,1,BL1,0.080322824,0.133341684,-0.127405606,-0.120673802,-0.101477744,-0.106683612
PT081_P3_B12_S216,741,PT081,P3,Epithelial,Epithelial,0,BL1,0.103330784,0.128085985,-0.152749172,-0.068822917,-0.211347798,-0.050372885
PT081_P3_C01_S217,742,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_C02_S218,743,PT081,P3,Epithelial,Epithelial,0,BL1,0.129125391,0.174170212,-0.172395072,-0.121174835,-0.139975045,-0.07271991
PT081_P3_C03_S219,744,PT081,P3,Epithelial,Epithelial,0,BL1,0.133708501,0.325249007,-0.164933783,-0.076288675,-0.16172518,-0.128518565
PT081_P3_C04_S220,745,PT081,P3,Epithelial,Epithelial,0,BL1,0.103001417,0.167322033,-0.092930263,-0.043743758,-0.076240958,-0.070510816
PT081_P3_C05_S221,746,PT081,P3,Epithelial,Epithelial,0,BL1,0.053242699,0.264887665,-0.221767895,0.013768421,-0.037677658,-0.132128648
PT081_P3_C06_S222,747,PT081,P3,Epithelial,Epithelial,0,BL1,0.060716795,0.04976199,-0.104731912,-0.032951118,-0.083244191,-0.032468224
PT081_P3_C07_S223,748,PT081,P3,Epithelial,Epithelial,1,BL1,0.050439917,0.041480333,-0.067514638,-9.84406E-05,-0.076283616,-0.057334566
PT081_P3_C08_S224,749,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_C09_S225,750,PT081,P3,Epithelial,Epithelial,0,BL1,0.042452092,0.098891939,-0.089078166,-0.014899624,-0.049151756,-0.049589997
PT081_P3_C10_S226,751,PT081,P3,Epithelial,Epithelial,0,BL1,0.111730838,0.114183222,-0.084824385,-0.119723051,-0.098104023,-0.06966625
PT081_P3_C11_S227,752,PT081,P3,Epithelial,Epithelial,0,BL1,0.002128167,0.173093589,-0.142427934,0.037728736,-0.117291211,-0.092744351
PT081_P3_C12_S228,753,PT081,P3,Epithelial,Epithelial,1,BL1,0.100954025,0.103758056,-0.080376804,-0.047542115,-0.159375215,-0.096581143
PT081_P3_D01_S229,754,PT081,P3,Epithelial,Epithelial,0,BL1,-0.0218543,0.072234907,-0.046725093,0.038541926,0.012101148,-0.033051308
PT081_P3_D02_S230,755,PT081,P3,Epithelial,Epithelial,0,BL1,0.117275874,0.156020972,-0.082876134,-0.161692072,-0.02273533,-0.051165741
PT081_P3_D03_S231,756,PT081,P3,Epithelial,Epithelial,0,BL1,0.10153457,0.128954872,-0.071690346,-0.122729366,-0.011769939,-0.028100609
PT081_P3_D04_S232,757,PT081,P3,Epithelial,Epithelial,1,BL1,0.163839546,0.045251057,-0.051103994,-0.131170242,-0.04365187,-0.041519995
PT081_P3_D05_S233,758,PT081,P3,Epithelial,Epithelial,0,BL1,0.034830151,0.093794554,-0.063233181,-0.024601557,-0.009478375,-0.038117067
PT081_P3_D06_S234,759,PT081,P3,Epithelial,Epithelial,0,BL1,0.048142758,0.145073697,-0.07513641,-0.076647202,-0.01914053,-0.062585863
PT081_P3_D07_S235,760,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_D08_S236,761,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_D09_S237,762,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_D10_S238,763,PT081,P3,Epithelial,Epithelial,0,BL1,0.134813023,0.14027461,-0.093229996,-0.106840441,-0.140683373,-0.041347739
PT081_P3_D11_S239,764,PT081,P3,Epithelial,Epithelial,0,BL1,0.067190683,0.14043567,-0.102415944,-0.047421768,-0.08483365,-0.069882862
PT081_P3_D12_S240,765,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_E01_S241,766,PT081,P3,Epithelial,Epithelial,0,BL1,0.03908631,0.126338677,-0.117274366,-0.007317302,-0.118722018,-0.080034969
PT081_P3_E02_S242,767,PT081,P3,Epithelial,Epithelial,0,BL2,0.062849476,-0.016347874,-0.000590036,-0.026792185,0.108369746,-0.088556262
PT081_P3_E03_S243,768,PT081,P3,Epithelial,Epithelial,0,BL1,0.316692708,0.219014892,-0.200996501,-0.234568232,-0.117265612,-0.138291711
PT081_P3_E04_S244,769,PT081,P3,Epithelial,Epithelial,0,BL1,0.016630788,0.143769117,-0.108511734,0.039047505,-0.071832601,-0.08187977
PT081_P3_E05_S245,770,PT081,P3,Epithelial,Epithelial,1,BL1,-0.05154504,0.160780246,-0.091588535,0.106307051,-0.050223391,-0.125222022
PT081_P3_E06_S246,771,PT081,P3,Epithelial,Epithelial,1,BL1,-0.100095629,0.100586289,-0.067051627,0.068676084,-0.076225273,-0.085282931
PT081_P3_E07_S247,772,PT081,P3,Epithelial,Epithelial,1,BL2,0.041172408,0.028516349,-0.055502547,-0.053356455,0.066206891,-0.016217195
PT081_P3_E08_S248,773,PT081,P3,Epithelial,Epithelial,0,BL1,0.082314706,0.126424861,-0.119902178,-0.080061084,-0.13959605,-0.045522292
PT081_P3_E09_S249,774,PT081,P3,Epithelial,Epithelial,1,M,-0.061928814,0.019007928,-0.053187787,0.048201421,-0.059405678,-0.061150954
PT081_P3_E10_S250,775,PT081,P3,Epithelial,Epithelial,1,UNS,0.037088232,-0.007936295,-0.035097846,-0.047960113,-0.001675115,-0.057768733
PT081_P3_E11_S251,776,PT081,P3,Epithelial,Epithelial,0,BL1,-0.029274831,0.124086651,-0.14138994,0.097195055,-0.169788844,-0.066280978
PT081_P3_E12_S252,777,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_F01_S253,778,PT081,P3,Epithelial,Epithelial,0,BL1,0.0858799,0.20652986,-0.104578577,-0.02257286,-0.021619761,-0.101650213
PT081_P3_F02_S254,779,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_F03_S255,780,PT081,P3,Epithelial,Epithelial,0,BL1,0.09834836,0.137559564,-0.107615953,-0.091370236,-0.043332299,-0.075961983
PT081_P3_F04_S256,781,PT081,P3,Epithelial,Epithelial,0,BL1,0.086508866,0.189209712,-0.08729539,-0.031226333,-0.20726212,-0.089407363
PT081_P3_F05_S257,782,PT081,P3,Epithelial,Epithelial,0,BL1,0.115783048,0.058779618,-0.067339191,-0.089498504,-0.064886846,-0.06404116
PT081_P3_F06_S258,783,PT081,P3,Epithelial,Epithelial,0,BL1,0.047153482,0.146993899,-0.171256196,-0.060776593,-0.056853013,-0.110572402
PT081_P3_F07_S259,784,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_F08_S260,785,PT081,P3,Epithelial,Epithelial,0,BL1,0.014098855,0.102116365,-0.063635365,0.005939428,-0.102301013,-0.025139906
PT081_P3_F09_S261,786,PT081,P3,Epithelial,Epithelial,1,BL1,0.027207988,0.124979911,-0.017418336,0.040024822,-0.141636468,-0.036785649
PT081_P3_F10_S262,787,PT081,P3,Epithelial,Epithelial,1,BL1,-0.019902425,0.084174718,-0.044810603,0.033083861,-0.102477673,-0.036592814
PT081_P3_F11_S263,788,PT081,P3,Epithelial,Epithelial,0,BL1,0.001633391,0.134561271,-0.085368286,-0.021910258,-0.04208239,-0.071498662
PT081_P3_F12_S264,789,PT081,P3,Epithelial,Epithelial,1,BL2,0.062463145,0.041607426,-0.033857633,-0.04185361,0.08239322,-0.091747258
PT081_P3_G01_S265,790,PT081,P3,Epithelial,Epithelial,0,BL1,0.05066961,0.096799909,-0.041037221,-0.004980364,-0.041408705,-0.070752277
PT081_P3_G02_S266,791,PT081,P3,Epithelial,Epithelial,1,BL1,-0.036708072,0.041282345,-0.048021408,0.038739875,-0.143452888,-0.049627848
PT081_P3_G03_S267,792,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G04_S268,793,PT081,P3,Epithelial,Epithelial,0,BL1,0.126392542,0.141428272,-0.119295579,-0.049487339,-0.205354444,-0.074168663
PT081_P3_G05_S269,794,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G06_S270,795,PT081,P3,Epithelial,Epithelial,1,BL2,-0.016147947,-0.137948353,0.042235658,0.001137332,0.152153527,-0.016905344
PT081_P3_G07_S271,796,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G08_S272,797,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G09_S273,798,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G10_S274,799,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_G11_S275,800,PT081,P3,Epithelial,Epithelial,0,BL1,0.079453342,0.100455178,-0.051926577,-0.035464199,-0.074314925,-0.030494468
PT081_P3_G12_S276,801,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_H01_S277,802,PT081,P3,Epithelial,Epithelial,0,BL1,0.067589821,0.099516456,-0.024571822,-0.040720134,-0.028037608,-0.03519715
PT081_P3_H02_S278,803,PT081,P3,Epithelial,Epithelial,1,BL1,0.081469401,0.037166213,-0.086694834,-0.042508352,-0.03538175,-0.034142522
PT081_P3_H03_S279,804,PT081,P3,Epithelial,Epithelial,0,BL1,0.064164832,0.093414315,-0.057747619,-0.069984396,-0.115392935,-0.04644582
PT081_P3_H04_S280,805,PT081,P3,Epithelial,Epithelial,1,BL1,0.051156341,0.077670297,-0.031361379,-0.009877565,-0.026742455,-0.054793829
PT081_P3_H05_S281,806,PT081,P3,Epithelial,Epithelial,1,BL1,0.072743165,0.108829347,-0.07105354,-0.067249481,-0.043331959,-0.064811153
PT081_P3_H06_S282,807,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_H07_S283,808,PT081,P3,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P3_H08_S284,809,PT081,P3,Epithelial,Epithelial,1,BL1,-0.05336882,0.100634541,-0.036156929,-0.014702313,-0.043351508,-0.00343073
PT081_P3_H09_S285,810,PT081,P3,Epithelial,Epithelial,1,BL1,0.046669846,0.089919888,-0.038934139,-0.019196676,-0.115993935,-0.087605304
PT081_P3_H10_S286,811,PT081,P3,Epithelial,Epithelial,1,BL1,0.000245845,0.060036479,-0.050782762,-0.030834761,0.035186447,-0.037106853
PT081_P3_H11_S287,812,PT081,P3,Epithelial,Epithelial,1,BL1,0.063714757,0.111159291,-0.053489596,-0.03790797,-0.078560368,-0.062756965
PT081_P3_H12_S288,813,PT081,P3,Epithelial,Epithelial,1,BL1,-0.023301268,0.074458309,-0.015727861,0.027730538,-0.011680698,-0.0567086
PT081_P5_A01_S97,814,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_A02_S98,815,PT081,P5,Epithelial,Epithelial,1,UNS,0.027658243,-0.003086999,0.000571068,-0.027784372,-0.018001842,-0.064278811
PT081_P5_A03_S99,816,PT081,P5,Epithelial,Epithelial,0,BL1,0.029195511,0.095127809,-0.091726446,-0.061082083,-0.050859885,-0.02574308
PT081_P5_A04_S100,817,PT081,P5,Epithelial,Epithelial,0,BL2,-0.002888735,-0.00178571,0.101719523,-0.015170104,0.056356744,0.004556469
PT081_P5_A05_S101,818,PT081,P5,Epithelial,Epithelial,0,BL1,0.153246423,0.241300629,-0.173727635,-0.153247069,-0.058564853,-0.136543941
PT081_P5_A06_S102,819,PT081,P5,Epithelial,Epithelial,0,BL1,0.144540912,0.217567328,-0.215728594,-0.158136471,-0.032994399,-0.09376626
PT081_P5_A07_S103,820,PT081,P5,Epithelial,Epithelial,0,BL1,0.065775261,0.217808846,-0.073938014,-0.072344917,-0.188243735,-0.072838102
PT081_P5_A08_S104,821,PT081,P5,#N/A,Other,#N/A,NA,NA,NA,NA,NA,NA,NA
PT081_P5_A09_S105,822,PT081,P5,Epithelial,Epithelial,0,BL1,0.070050365,0.270103127,-0.249369362,-0.076739055,-0.085513932,-0.143218708
PT081_P5_A10_S106,823,PT081,P5,Epithelial,Epithelial,0,BL1,0.030828693,0.258873413,-0.136788857,-0.056583109,-0.183626491,-0.102945728
